project_id,project_type,source
GLD1078,clean water,berkeley carbon trading project
GLD10780,cookstoves,berkeley carbon trading project
GLD10781,cookstoves,berkeley carbon trading project
GLD10782,biodigesters,berkeley carbon trading project
GLD10783,clean water,berkeley carbon trading project
GLD10784,clean water,berkeley carbon trading project
GLD10785,cookstoves,berkeley carbon trading project
GLD10787,manure methane digester,berkeley carbon trading project
GLD10788,cookstoves,berkeley carbon trading project
GLD10789,cookstoves,berkeley carbon trading project
GLD10790,cookstoves,berkeley carbon trading project
GLD10791,cookstoves,berkeley carbon trading project
GLD10792,cookstoves,berkeley carbon trading project
GLD10793,solar - centralized,berkeley carbon trading project
GLD10794,wind,berkeley carbon trading project
GLD10795,clean water,berkeley carbon trading project
GLD10796,clean water,berkeley carbon trading project
GLD10797,cookstoves,berkeley carbon trading project
GLD10798,wind,berkeley carbon trading project
GLD10799,community boreholes,berkeley carbon trading project
GLD10800,community boreholes,berkeley carbon trading project
GLD10801,community boreholes,berkeley carbon trading project
GLD10802,community boreholes,berkeley carbon trading project
GLD10803,community boreholes,berkeley carbon trading project
GLD10804,community boreholes,berkeley carbon trading project
GLD10805,community boreholes,berkeley carbon trading project
GLD10806,bundled energy efficiency,berkeley carbon trading project
GLD10807,bundled energy efficiency,berkeley carbon trading project
GLD10808,solar - centralized,berkeley carbon trading project
GLD10809,solar - centralized,berkeley carbon trading project
GLD10810,biodigesters,berkeley carbon trading project
GLD10811,biodigesters,berkeley carbon trading project
GLD10812,biodigesters,berkeley carbon trading project
GLD10813,biodigesters,berkeley carbon trading project
GLD10818,cookstoves,berkeley carbon trading project
GLD1082,wind,berkeley carbon trading project
GLD10820,solar - centralized,berkeley carbon trading project
GLD10821,bundled energy efficiency,berkeley carbon trading project
GLD10822,feed additives,berkeley carbon trading project
GLD10823,solar - distributed,berkeley carbon trading project
GLD10824,clean water,berkeley carbon trading project
GLD10825,cookstoves,berkeley carbon trading project
GLD10826,cookstoves,berkeley carbon trading project
GLD10827,cookstoves,berkeley carbon trading project
GLD10828,cookstoves,berkeley carbon trading project
GLD10829,fuel switching,berkeley carbon trading project
GLD1083,biodigesters,berkeley carbon trading project
GLD10830,wind,berkeley carbon trading project
GLD10831,solar lighting,berkeley carbon trading project
GLD10832,re bundled,berkeley carbon trading project
GLD10833,cookstoves,berkeley carbon trading project
GLD1085,manure methane digester,berkeley carbon trading project
GLD10866,cookstoves,berkeley carbon trading project
GLD10867,sustainable agriculture,berkeley carbon trading project
GLD10868,solar lighting,berkeley carbon trading project
GLD10869,solar - centralized,berkeley carbon trading project
GLD10872,cookstoves,berkeley carbon trading project
GLD10873,cookstoves,berkeley carbon trading project
GLD10874,cookstoves,berkeley carbon trading project
GLD10875,solar lighting,berkeley carbon trading project
GLD10876,solar lighting,berkeley carbon trading project
GLD10877,solar lighting,berkeley carbon trading project
GLD10878,waste recycling,berkeley carbon trading project
GLD10879,solar - distributed,berkeley carbon trading project
GLD1088,landfill methane,berkeley carbon trading project
GLD10884,cookstoves,berkeley carbon trading project
GLD10885,cookstoves,berkeley carbon trading project
GLD10886,cookstoves,berkeley carbon trading project
GLD10887,methane recovery in wastewater,berkeley carbon trading project
GLD10888,methane recovery in wastewater,berkeley carbon trading project
GLD10889,methane recovery in wastewater,berkeley carbon trading project
GLD10890,methane recovery in wastewater,berkeley carbon trading project
GLD10896,bundled energy efficiency,berkeley carbon trading project
GLD10897,clean water,berkeley carbon trading project
GLD10898,cookstoves,berkeley carbon trading project
GLD10899,cookstoves,berkeley carbon trading project
GLD1090,wind,berkeley carbon trading project
GLD10900,cookstoves,berkeley carbon trading project
GLD10901,cookstoves,berkeley carbon trading project
GLD10902,cookstoves,berkeley carbon trading project
GLD10903,cookstoves,berkeley carbon trading project
GLD10904,cookstoves,berkeley carbon trading project
GLD10905,cookstoves,berkeley carbon trading project
GLD10906,cookstoves,berkeley carbon trading project
GLD10907,cookstoves,berkeley carbon trading project
GLD10908,cookstoves,berkeley carbon trading project
GLD10909,cookstoves,berkeley carbon trading project
GLD1091,wind,berkeley carbon trading project
GLD10910,cookstoves,berkeley carbon trading project
GLD10911,cookstoves,berkeley carbon trading project
GLD10912,cookstoves,berkeley carbon trading project
GLD10913,cookstoves,berkeley carbon trading project
GLD10914,cookstoves,berkeley carbon trading project
GLD10915,cookstoves,berkeley carbon trading project
GLD10916,cookstoves,berkeley carbon trading project
GLD10917,cookstoves,berkeley carbon trading project
GLD10918,cookstoves,berkeley carbon trading project
GLD10919,cookstoves,berkeley carbon trading project
GLD1092,cookstoves,berkeley carbon trading project
GLD10920,cookstoves,berkeley carbon trading project
GLD10921,cookstoves,berkeley carbon trading project
GLD10922,cookstoves,berkeley carbon trading project
GLD10923,cookstoves,berkeley carbon trading project
GLD10924,cookstoves,berkeley carbon trading project
GLD10925,cookstoves,berkeley carbon trading project
GLD10926,cookstoves,berkeley carbon trading project
GLD10927,cookstoves,berkeley carbon trading project
GLD10928,cookstoves,berkeley carbon trading project
GLD1093,biomass,berkeley carbon trading project
GLD1094,cookstoves,berkeley carbon trading project
GLD1095,cookstoves,berkeley carbon trading project
GLD10959,clean water,berkeley carbon trading project
GLD1096,cookstoves,berkeley carbon trading project
GLD10961,wind,berkeley carbon trading project
GLD10962,rice emission reductions,berkeley carbon trading project
GLD10963,bundled energy efficiency,berkeley carbon trading project
GLD10964,bundled energy efficiency,berkeley carbon trading project
GLD10965,bundled energy efficiency,berkeley carbon trading project
GLD10966,bundled energy efficiency,berkeley carbon trading project
GLD10967,cookstoves,berkeley carbon trading project
GLD10968,clean water,berkeley carbon trading project
GLD10969,cookstoves,berkeley carbon trading project
GLD1097,cookstoves,berkeley carbon trading project
GLD10970,cookstoves,berkeley carbon trading project
GLD10971,cookstoves,berkeley carbon trading project
GLD10972,bundled energy efficiency,berkeley carbon trading project
GLD10974,cookstoves,berkeley carbon trading project
GLD10975,wind,berkeley carbon trading project
GLD10976,cookstoves,berkeley carbon trading project
GLD10977,cookstoves,berkeley carbon trading project
GLD10978,cookstoves,berkeley carbon trading project
GLD10979,cookstoves,berkeley carbon trading project
GLD1098,hydropower,berkeley carbon trading project
GLD10980,cookstoves,berkeley carbon trading project
GLD10981,cookstoves,berkeley carbon trading project
GLD10982,cookstoves,berkeley carbon trading project
GLD10984,bundled energy efficiency,berkeley carbon trading project
GLD10985,bundled energy efficiency,berkeley carbon trading project
GLD10986,bundled energy efficiency,berkeley carbon trading project
